X,X1,X2,X3,X4,Q,Grate,Crate,Prate,last,DATE
P,C,P,G,C,0,0.361111111,0.277777778,0.361111111,G,1998/7/12
C,P,C,P,G,0,0.393939394,0.303030303,0.303030303,G,1998/7/19
G,C,P,C,P,0,0.433333333,0.233333333,0.333333333,G,1998/7/26
G,G,C,P,C,0,0.37037037,0.259259259,0.37037037,P,1998/8/2
P,G,G,C,P,0,0.291666667,0.291666667,0.416666667,P,1998/8/9
C,P,G,G,C,0,0.333333333,0.333333333,0.333333333,C,1998/8/16
P,C,P,G,G,0,0.388888889,0.222222222,0.388888889,G,1998/8/23
G,P,C,P,G,0,0.466666667,0.266666667,0.266666667,G,1998/8/30
C,G,P,C,P,0,0.333333333,0.333333333,0.333333333,C,1998/9/6
P,C,G,P,C,0,0.444444444,0.111111111,0.444444444,P,1998/9/13
P,P,C,G,P,0,0.666666667,0.166666667,0.166666667,G,1998/9/20
C,P,P,C,G,0,1.333333333,0.333333333,-0.666666667,G,1998/9/27
C,C,P,P,C,3,0.333333333,0.333333333,0.333333333,G,1998/10/4
G,C,C,P,P,0,0.361111111,0.277777778,0.361111111,G,1998/10/11
P,G,C,C,P,0,0.303030303,0.303030303,0.393939394,P,1998/10/18
C,P,G,C,C,0,0.333333333,0.333333333,0.333333333,C,1998/10/25
P,C,P,G,C,0,0.37037037,0.259259259,0.37037037,G,1998/11/1
G,P,C,P,G,0,0.416666667,0.291666667,0.291666667,G,1998/11/8
G,G,P,C,P,0,0.333333333,0.333333333,0.333333333,C,1998/11/15
C,G,G,P,C,0,0.222222222,0.388888889,0.388888889,C,1998/11/22
P,C,G,G,P,0,0.266666667,0.266666667,0.466666667,P,1998/11/29
C,P,C,G,G,0,0.333333333,0.333333333,0.333333333,G,1998/12/6
P,C,P,C,G,0,0.444444444,0.111111111,0.444444444,G,1998/12/13
G,P,C,P,C,0,0.666666667,0.166666667,0.166666667,G,1998/12/20
P,G,P,C,P,0,0.333333333,0.333333333,0.333333333,C,1998/12/27
C,P,G,P,C,4,0.333333333,0.333333333,0.333333333,C,1999/1/10
C,C,P,G,P,0,0.363636364,0.272727273,0.363636364,G,1999/1/17
G,C,C,P,G,0,0.4,0.2,0.4,G,1999/1/24
P,G,C,C,P,0,0.333333333,0.222222222,0.444444444,P,1999/1/31
G,P,G,C,C,0,0.375,0.25,0.375,C,1999/2/7
C,G,P,G,C,0,0.285714286,0.285714286,0.428571429,C,1999/2/14
P,C,G,P,G,0,0.333333333,0.166666667,0.5,P,1999/2/21
C,P,C,G,P,0,0.4,0.2,0.4,G,1999/2/28
G,C,P,C,G,0,0.5,0,0.5,G,1999/3/7
G,G,C,P,C,0,0.333333333,0,0.666666667,P,1999/3/14
P,G,G,C,P,0,0,0,1,P,1999/3/21
C,P,G,G,C,0,0,0,1,C,1999/3/28
G,C,P,G,G,1,0.333333333,0.333333333,0.333333333,G,1999/4/4
C,G,C,P,G,0,0.277777778,0.361111111,0.361111111,P,1999/4/11
G,C,G,C,P,0,0.303030303,0.303030303,0.393939394,P,1999/4/18
G,G,C,G,C,0,0.233333333,0.333333333,0.433333333,P,1999/4/25
P,G,G,C,G,0,0.148148148,0.37037037,0.481481481,P,1999/5/2
P,P,G,G,C,0,0.166666667,0.416666667,0.416666667,C,1999/5/9
C,P,P,G,G,0,0.19047619,0.476190476,0.333333333,C,1999/5/16
G,C,P,P,G,0,0.222222222,0.388888889,0.388888889,G,1999/5/23
P,G,C,P,P,0,0.066666667,0.466666667,0.466666667,P,1999/5/30
G,P,G,C,P,0,0.083333333,0.583333333,0.333333333,C,1999/6/6
C,G,P,G,C,0,-0.222222222,0.777777778,0.444444444,C,1999/6/13
G,C,G,P,G,0,-0.333333333,0.666666667,0.666666667,P,1999/6/20
P,G,C,G,P,0,-1.666666667,1.333333333,1.333333333,P,1999/6/27
P,P,G,C,G,2,0.333333333,0.333333333,0.333333333,C,1999/7/4
P,P,P,G,C,0,0.361111111,0.361111111,0.277777778,C,1999/7/11
C,P,P,P,G,0,0.393939394,0.393939394,0.212121212,C,1999/7/18
G,C,P,P,P,0,0.433333333,0.333333333,0.233333333,G,1999/7/25
P,G,C,P,P,0,0.37037037,0.37037037,0.259259259,P,1999/8/1
C,P,G,C,P,0,0.416666667,0.416666667,0.166666667,C,1999/8/8
G,C,P,G,C,0,0.476190476,0.333333333,0.19047619,G,1999/8/15
C,G,C,P,G,0,0.388888889,0.388888889,0.222222222,P,1999/8/22
C,C,G,C,P,0,0.466666667,0.266666667,0.266666667,P,1999/8/29
C,C,C,G,C,0,0.583333333,0.083333333,0.333333333,P,1999/9/5
P,C,C,C,G,0,0.777777778,-0.222222222,0.444444444,P,1999/9/12
G,P,C,C,C,0,1.166666667,-0.333333333,0.166666667,G,1999/9/19
G,G,P,C,C,0,1.333333333,-0.666666667,0.333333333,C,1999/9/26
P,G,G,P,C,3,0.333333333,0.333333333,0.333333333,C,1999/10/3
G,P,G,G,P,0,0.366666667,0.366666667,0.266666667,C,1999/10/10
P,G,P,G,G,0,0.296296296,0.407407407,0.296296296,C,1999/10/17
C,P,G,P,G,0,0.333333333,0.458333333,0.208333333,C,1999/10/31
C,C,P,G,P,0,0.380952381,0.380952381,0.238095238,G,1999/11/7
P,C,C,P,G,0,0.444444444,0.277777778,0.277777778,G,1999/11/14
P,P,C,C,P,0,0.533333333,0.333333333,0.133333333,G,1999/11/21
G,P,P,C,C,0,0.666666667,0.416666667,-0.083333333,G,1999/11/28
C,G,P,P,C,0,0.555555556,0.555555556,-0.111111111,C,1999/12/5
G,C,G,P,P,0,0.833333333,0.333333333,-0.166666667,P,1999/12/12
G,G,C,G,P,0,0.666666667,0.666666667,-0.333333333,P,1999/12/19
C,G,G,C,G,4,0.333333333,0.333333333,0.333333333,P,2000/1/9
P,C,G,G,C,0,0.366666667,0.266666667,0.366666667,P,2000/1/23
G,P,C,G,G,0,0.407407407,0.296296296,0.296296296,G,2000/1/30
G,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2000/2/6
C,G,G,P,C,0,0.238095238,0.380952381,0.380952381,C,2000/2/13
P,C,G,G,P,0,0.277777778,0.277777778,0.444444444,P,2000/2/20
P,P,C,G,G,0,0.333333333,0.333333333,0.333333333,G,2000/2/27
G,P,P,C,G,0,0.416666667,0.416666667,0.166666667,G,2000/3/5
C,G,P,P,C,0,0.222222222,0.555555556,0.222222222,C,2000/3/12
P,C,G,P,P,0,0.333333333,0.333333333,0.333333333,P,2000/3/19
G,P,C,G,P,0,0.666666667,0.666666667,-0.333333333,G,2000/3/26
C,G,P,C,G,1,0.333333333,0.333333333,0.333333333,C,2000/4/2
C,C,G,P,C,0,0.361111111,0.277777778,0.361111111,P,2000/4/9
G,C,C,G,P,0,0.393939394,0.212121212,0.393939394,P,2000/4/16
C,G,C,C,G,0,0.333333333,0.233333333,0.433333333,P,2000/4/23
P,C,G,C,C,0,0.37037037,0.148148148,0.481481481,P,2000/4/30
G,P,C,G,C,0,0.416666667,0.166666667,0.416666667,G,2000/5/7
C,G,P,C,G,0,0.333333333,0.19047619,0.476190476,C,2000/5/14
G,C,G,P,C,0,0.388888889,0.055555556,0.555555556,P,2000/5/21
G,G,C,G,P,0,0.266666667,0.066666667,0.666666667,P,2000/5/28
C,G,G,C,G,0,0.083333333,0.083333333,0.833333333,P,2000/6/4
P,C,G,G,C,0,0.111111111,-0.222222222,1.111111111,P,2000/6/11
G,P,C,G,G,0,0.166666667,-0.333333333,1.166666667,G,2000/6/18
C,G,P,C,G,0,-0.666666667,-0.666666667,2.333333333,C,2000/6/25
C,C,G,P,C,2,0.333333333,0.333333333,0.333333333,P,2000/7/2
C,C,C,G,P,0,0.361111111,0.277777778,0.361111111,P,2000/7/9
P,C,C,C,G,0,0.393939394,0.212121212,0.393939394,P,2000/7/16
P,P,C,C,C,0,0.433333333,0.233333333,0.333333333,G,2000/7/23
C,P,P,C,C,0,0.481481481,0.259259259,0.259259259,G,2000/7/30
C,C,P,P,C,0,0.541666667,0.166666667,0.291666667,G,2000/8/6
P,C,C,P,P,0,0.619047619,0.047619048,0.333333333,G,2000/8/13
G,P,C,C,P,0,0.722222222,0.055555556,0.222222222,G,2000/8/20
P,G,P,C,C,0,0.666666667,0.066666667,0.266666667,C,2000/8/27
G,P,G,P,C,0,0.833333333,0.083333333,0.083333333,C,2000/9/3
C,G,P,G,P,0,0.777777778,0.111111111,0.111111111,C,2000/9/10
C,C,G,P,G,0,1.166666667,-0.333333333,0.166666667,P,2000/9/17
P,C,C,G,P,0,2.333333333,-1.666666667,0.333333333,P,2000/9/24
P,P,C,C,G,3,0.333333333,0.333333333,0.333333333,G,2000/10/1
G,P,P,C,C,0,0.358974359,0.358974359,0.282051282,G,2000/10/8
G,G,P,P,C,0,0.305555556,0.388888889,0.305555556,C,2000/10/15
P,G,G,P,P,0,0.242424242,0.424242424,0.333333333,C,2000/10/22
C,P,G,G,P,0,0.266666667,0.466666667,0.266666667,C,2000/10/29
C,C,P,G,G,0,0.296296296,0.407407407,0.296296296,G,2000/11/5
P,C,C,P,G,0,0.333333333,0.333333333,0.333333333,G,2000/11/12
C,P,C,C,P,0,0.380952381,0.380952381,0.238095238,G,2000/11/19
P,C,P,C,C,0,0.444444444,0.277777778,0.277777778,G,2000/11/26
G,P,C,P,C,0,0.533333333,0.333333333,0.133333333,G,2000/12/3
P,G,P,C,P,0,0.416666667,0.416666667,0.166666667,C,2000/12/10
C,P,G,P,C,0,0.555555556,0.555555556,-0.111111111,C,2000/12/17
C,C,P,G,P,0,0.833333333,0.333333333,-0.166666667,G,2000/12/24
P,C,C,P,G,0,1.666666667,-0.333333333,-0.333333333,G,2000/12/31
C,P,C,C,P,4,0.333333333,0.333333333,0.333333333,G,2001/1/7
P,C,P,C,C,0,0.363636364,0.272727273,0.363636364,G,2001/1/14
G,P,C,P,C,0,0.4,0.3,0.3,G,2001/1/21
G,G,P,C,P,0,0.333333333,0.333333333,0.333333333,C,2001/1/28
C,G,G,P,C,0,0.25,0.375,0.375,C,2001/2/4
C,C,G,G,P,0,0.285714286,0.285714286,0.428571429,P,2001/2/11
C,C,C,G,G,0,0.333333333,0.166666667,0.5,P,2001/2/18
G,C,C,C,G,0,0.4,0,0.6,P,2001/2/25
C,G,C,C,C,0,0.25,0,0.75,P,2001/3/4
P,C,G,C,C,0,0.333333333,-0.333333333,1,P,2001/3/11
C,P,C,G,C,0,0.5,-0.5,1,G,2001/3/18
G,C,P,C,G,0,1,-2,2,G,2001/3/25
C,G,C,P,C,1,0.333333333,0.333333333,0.333333333,P,2001/4/1
P,C,G,C,P,0,0.361111111,0.277777778,0.361111111,P,2001/4/8
G,P,C,G,C,0,0.393939394,0.303030303,0.303030303,G,2001/4/15
G,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2001/4/22
P,G,G,P,C,0,0.259259259,0.37037037,0.37037037,C,2001/4/29
C,P,G,G,P,0,0.291666667,0.416666667,0.291666667,C,2001/5/6
P,C,P,G,G,0,0.333333333,0.333333333,0.333333333,G,2001/5/13
G,P,C,P,G,0,0.388888889,0.388888889,0.222222222,G,2001/5/20
P,G,P,C,P,0,0.266666667,0.466666667,0.266666667,C,2001/5/27
G,P,G,P,C,0,0.333333333,0.583333333,0.083333333,C,2001/6/3
G,G,P,G,P,0,0.111111111,0.777777778,0.111111111,C,2001/6/10
C,G,G,P,G,0,-0.333333333,1.166666667,0.166666667,C,2001/6/17
C,C,G,G,P,0,-0.666666667,1.333333333,0.333333333,P,2001/6/24
P,C,C,G,G,2,0.333333333,0.333333333,0.333333333,P,2001/7/1
G,P,C,C,G,0,0.361111111,0.361111111,0.277777778,G,2001/7/8
P,G,P,C,C,0,0.303030303,0.393939394,0.303030303,C,2001/7/15
C,P,G,P,C,0,0.333333333,0.433333333,0.233333333,C,2001/7/22
P,C,P,G,P,0,0.37037037,0.37037037,0.259259259,G,2001/7/29
C,P,C,P,G,0,0.416666667,0.416666667,0.166666667,G,2001/8/5
G,C,P,C,P,0,0.476190476,0.333333333,0.19047619,G,2001/8/12
G,G,C,P,C,0,0.388888889,0.388888889,0.222222222,P,2001/8/19
P,G,G,C,P,0,0.266666667,0.466666667,0.266666667,P,2001/8/26
C,P,G,G,C,0,0.333333333,0.583333333,0.083333333,C,2001/9/2
P,C,P,G,G,0,0.444444444,0.444444444,0.111111111,G,2001/9/9
P,P,C,P,G,0,0.666666667,0.666666667,-0.333333333,G,2001/9/16
C,P,P,C,P,0,1.333333333,1.333333333,-1.666666667,G,2001/9/23
C,C,P,P,C,3,0.333333333,0.333333333,0.333333333,G,2001/10/7
G,C,C,P,P,0,0.361111111,0.277777778,0.361111111,G,2001/10/14
C,G,C,C,P,0,0.303030303,0.303030303,0.393939394,P,2001/10/21
P,C,G,C,C,0,0.333333333,0.233333333,0.433333333,P,2001/10/28
C,P,C,G,C,0,0.37037037,0.259259259,0.37037037,G,2001/11/4
G,C,P,C,G,0,0.416666667,0.166666667,0.416666667,G,2001/11/11
G,G,C,P,C,0,0.333333333,0.19047619,0.476190476,P,2001/11/18
P,G,G,C,P,0,0.222222222,0.222222222,0.555555556,P,2001/11/25
C,P,G,G,C,0,0.266666667,0.266666667,0.466666667,C,2001/12/2
P,C,P,G,G,0,0.333333333,0.083333333,0.583333333,G,2001/12/9
C,P,C,P,G,0,0.444444444,0.111111111,0.444444444,G,2001/12/16
G,C,P,C,P,0,0.666666667,-0.333333333,0.666666667,G,2001/12/23
P,G,C,P,C,0,0.333333333,-0.666666667,1.333333333,P,2001/12/30
C,P,G,C,P,4,0.333333333,0.333333333,0.333333333,C,2002/1/6
C,C,P,G,C,0,0.363636364,0.272727273,0.363636364,G,2002/1/13
P,C,C,P,G,0,0.4,0.2,0.4,G,2002/1/27
G,P,C,C,P,0,0.444444444,0.222222222,0.333333333,G,2002/2/3
C,G,P,C,C,0,0.375,0.25,0.375,C,2002/2/10
P,C,G,P,C,0,0.428571429,0.142857143,0.428571429,P,2002/2/17
G,P,C,G,P,0,0.5,0.166666667,0.333333333,G,2002/2/24
G,G,P,C,G,0,0.4,0.2,0.4,C,2002/3/3
C,G,G,P,C,0,0.25,0.25,0.5,C,2002/3/10
G,C,G,G,P,0,0.333333333,0,0.666666667,P,2002/3/17
P,G,C,G,G,0,0,0,1,P,2002/3/24
G,P,G,C,G,0,0,0,1,C,2002/3/31
C,G,P,G,C,1,0.333333333,0.333333333,0.333333333,C,2002/4/7
C,C,G,P,G,0,0.361111111,0.277777778,0.361111111,P,2002/4/14
G,C,C,G,P,0,0.393939394,0.212121212,0.393939394,P,2002/4/21
P,G,C,C,G,0,0.333333333,0.233333333,0.433333333,P,2002/4/28
C,P,G,C,C,0,0.37037037,0.259259259,0.37037037,C,2002/5/5
P,C,P,G,C,0,0.416666667,0.166666667,0.416666667,G,2002/5/12
G,P,C,P,G,0,0.476190476,0.19047619,0.333333333,G,2002/5/19
C,G,P,C,P,0,0.388888889,0.222222222,0.388888889,C,2002/5/26
C,C,G,P,C,0,0.466666667,0.066666667,0.466666667,P,2002/6/2
P,C,C,G,P,0,0.583333333,-0.166666667,0.583333333,P,2002/6/9
G,P,C,C,G,0,0.777777778,-0.222222222,0.444444444,G,2002/6/16
C,G,P,C,C,0,0.666666667,-0.333333333,0.666666667,C,2002/6/23
P,C,G,P,C,0,1.333333333,-1.666666667,1.333333333,P,2002/6/30
C,P,C,G,P,2,0.333333333,0.333333333,0.333333333,G,2002/7/7
C,C,P,C,G,0,0.363636364,0.272727273,0.363636364,G,2002/7/14
G,C,C,P,C,0,0.4,0.2,0.4,G,2002/7/21
P,G,C,C,P,0,0.333333333,0.222222222,0.444444444,P,2002/7/28
C,P,G,C,C,0,0.375,0.25,0.375,C,2002/8/4
G,C,P,G,C,0,0.428571429,0.142857143,0.428571429,G,2002/8/11
G,G,C,P,G,0,0.333333333,0.166666667,0.5,P,2002/8/18
P,G,G,C,P,0,0.2,0.2,0.6,P,2002/8/25
G,P,G,G,C,0,0.25,0.25,0.5,C,2002/9/1
C,G,P,G,G,0,0,0.333333333,0.666666667,C,2002/9/8
G,C,G,P,G,0,0,0,1,P,2002/9/15
G,G,C,G,P,0,-1,0,2,P,2002/9/22
C,G,G,C,G,3,0.333333333,0.333333333,0.333333333,P,2002/10/6
C,C,G,G,C,0,0.361111111,0.277777778,0.361111111,P,2002/10/13
P,C,C,G,G,0,0.393939394,0.212121212,0.393939394,P,2002/10/20
G,P,C,C,G,0,0.433333333,0.233333333,0.333333333,G,2002/10/27
G,G,P,C,C,0,0.37037037,0.259259259,0.37037037,C,2002/11/3
C,G,G,P,C,0,0.291666667,0.291666667,0.416666667,C,2002/11/10
P,C,G,G,P,0,0.333333333,0.19047619,0.476190476,P,2002/11/17
G,P,C,G,G,0,0.388888889,0.222222222,0.388888889,G,2002/11/24
C,G,P,C,G,0,0.266666667,0.266666667,0.466666667,C,2002/12/1
P,C,G,P,C,0,0.333333333,0.083333333,0.583333333,P,2002/12/8
P,P,C,G,P,0,0.444444444,0.111111111,0.444444444,G,2002/12/15
G,P,P,C,G,0,0.666666667,0.166666667,0.166666667,G,2002/12/22
C,G,P,P,C,0,0.333333333,0.333333333,0.333333333,C,2002/12/29
C,C,G,P,P,4,0.333333333,0.333333333,0.333333333,P,2003/1/5
P,C,C,G,P,0,0.363636364,0.272727273,0.363636364,P,2003/1/19
G,P,C,C,G,0,0.4,0.3,0.3,G,2003/1/26
P,G,P,C,C,0,0.333333333,0.333333333,0.333333333,C,2003/2/2
C,P,G,P,C,0,0.375,0.375,0.25,C,2003/2/9
P,C,P,G,P,0,0.428571429,0.285714286,0.285714286,G,2003/2/16
C,P,C,P,G,0,0.5,0.333333333,0.166666667,G,2003/2/23
G,C,P,C,P,0,0.6,0.2,0.2,G,2003/3/2
P,G,C,P,C,0,0.5,0.25,0.25,P,2003/3/9
C,P,G,C,P,0,0.666666667,0.333333333,0,C,2003/3/16
C,C,P,G,C,0,1,0,0,G,2003/3/23
G,C,C,P,G,0,2,-1,0,G,2003/3/30
C,G,C,C,P,1,0.333333333,0.333333333,0.333333333,P,2003/4/6
C,C,G,C,C,0,0.361111111,0.277777778,0.361111111,P,2003/4/13
P,C,C,G,C,0,0.393939394,0.212121212,0.393939394,P,2003/4/20
P,P,C,C,G,0,0.433333333,0.233333333,0.333333333,G,2003/4/27
G,P,P,C,C,0,0.481481481,0.259259259,0.259259259,G,2003/5/4
G,G,P,P,C,0,0.416666667,0.291666667,0.291666667,C,2003/5/11
G,G,G,P,P,0,0.333333333,0.333333333,0.333333333,C,2003/5/18
C,G,G,G,P,0,0.222222222,0.388888889,0.388888889,C,2003/5/25
P,C,G,G,G,0,0.266666667,0.266666667,0.466666667,P,2003/6/1
C,P,C,G,G,0,0.333333333,0.333333333,0.333333333,G,2003/6/8
P,C,P,C,G,0,0.444444444,0.111111111,0.444444444,G,2003/6/15
P,P,C,P,C,0,0.666666667,0.166666667,0.166666667,G,2003/6/22
G,P,P,C,P,0,1.333333333,0.333333333,-0.666666667,G,2003/6/29
C,G,P,P,C,2,0.333333333,0.333333333,0.333333333,C,2003/7/6
G,C,G,P,P,0,0.361111111,0.277777778,0.361111111,P,2003/7/13
P,G,C,G,P,0,0.303030303,0.303030303,0.393939394,P,2003/7/20
P,P,G,C,G,0,0.333333333,0.333333333,0.333333333,C,2003/7/27
C,P,P,G,C,0,0.37037037,0.37037037,0.259259259,C,2003/8/3
P,C,P,P,G,0,0.416666667,0.291666667,0.291666667,G,2003/8/10
P,P,C,P,P,0,0.476190476,0.333333333,0.19047619,G,2003/8/17
P,P,P,C,P,0,0.555555556,0.388888889,0.055555556,G,2003/8/24
C,P,P,P,C,0,0.666666667,0.466666667,-0.133333333,G,2003/8/31
G,C,P,P,P,0,0.833333333,0.333333333,-0.166666667,G,2003/9/7
G,G,C,P,P,0,0.777777778,0.444444444,-0.222222222,P,2003/9/14
G,G,G,C,P,0,0.666666667,0.666666667,-0.333333333,P,2003/9/21
P,G,G,G,C,0,0.333333333,1.333333333,-0.666666667,P,2003/9/28
C,P,G,G,G,3,0.333333333,0.333333333,0.333333333,C,2003/10/5
G,C,P,G,G,0,0.363636364,0.272727273,0.363636364,G,2003/10/12
P,G,C,P,G,0,0.3,0.3,0.4,P,2003/10/19
P,P,G,C,P,0,0.333333333,0.333333333,0.333333333,C,2003/10/26
C,P,P,G,C,0,0.375,0.375,0.25,C,2003/11/2
C,C,P,P,G,0,0.428571429,0.285714286,0.285714286,G,2003/11/9
G,C,C,P,P,0,0.5,0.166666667,0.333333333,G,2003/11/23
C,G,C,C,P,0,0.4,0.2,0.4,P,2003/11/30
P,C,G,C,C,0,0.5,0,0.5,P,2003/12/7
P,P,C,G,C,0,0.666666667,0,0.333333333,G,2003/12/14
G,P,P,C,G,0,1,0,0,G,2003/12/21
P,G,P,P,C,0,1,0,0,C,2003/12/28
C,P,G,P,P,4,0.333333333,0.333333333,0.333333333,C,2004/1/4
C,C,P,G,P,0,0.361111111,0.277777778,0.361111111,G,2004/1/11
P,C,C,P,G,0,0.393939394,0.212121212,0.393939394,G,2004/1/18
P,P,C,C,P,0,0.433333333,0.233333333,0.333333333,G,2004/1/25
C,P,P,C,C,0,0.481481481,0.259259259,0.259259259,G,2004/2/1
G,C,P,P,C,0,0.541666667,0.166666667,0.291666667,G,2004/2/8
C,G,C,P,P,0,0.476190476,0.19047619,0.333333333,P,2004/2/15
G,C,G,C,P,0,0.555555556,0.055555556,0.388888889,P,2004/2/22
G,G,C,G,C,0,0.466666667,0.066666667,0.466666667,P,2004/2/29
P,G,G,C,G,0,0.333333333,0.083333333,0.583333333,P,2004/3/7
P,P,G,G,C,0,0.444444444,0.111111111,0.444444444,C,2004/3/14
C,P,P,G,G,0,0.666666667,0.166666667,0.166666667,C,2004/3/21
P,C,P,P,G,0,1.333333333,-0.666666667,0.333333333,G,2004/3/28
C,P,C,P,P,1,0.333333333,0.333333333,0.333333333,G,2004/4/4
C,C,P,C,P,0,0.361111111,0.277777778,0.361111111,G,2004/4/11
G,C,C,P,C,0,0.393939394,0.212121212,0.393939394,G,2004/4/18
P,G,C,C,P,0,0.333333333,0.233333333,0.433333333,P,2004/4/25
G,P,G,C,C,0,0.37037037,0.259259259,0.37037037,C,2004/5/2
C,G,P,G,C,0,0.291666667,0.291666667,0.416666667,C,2004/5/9
P,C,G,P,G,0,0.333333333,0.19047619,0.476190476,P,2004/5/16
G,P,C,G,P,0,0.388888889,0.222222222,0.388888889,G,2004/5/23
G,G,P,C,G,0,0.266666667,0.266666667,0.466666667,C,2004/5/30
C,G,G,P,C,0,0.083333333,0.333333333,0.583333333,C,2004/6/6
P,C,G,G,P,0,0.111111111,0.111111111,0.777777778,P,2004/6/13
G,P,C,G,G,0,0.166666667,0.166666667,0.666666667,G,2004/6/20
P,G,P,C,G,0,-0.666666667,0.333333333,1.333333333,C,2004/6/27
C,P,G,P,C,2,0.333333333,0.333333333,0.333333333,C,2004/7/4
P,C,P,G,P,0,0.363636364,0.272727273,0.363636364,G,2004/7/11
P,P,C,P,G,0,0.4,0.3,0.3,G,2004/7/18
C,P,P,C,P,0,0.444444444,0.333333333,0.222222222,G,2004/7/25
G,C,P,P,C,0,0.5,0.25,0.25,G,2004/8/1
P,G,C,P,P,0,0.428571429,0.285714286,0.285714286,P,2004/8/8
G,P,G,C,P,0,0.5,0.333333333,0.166666667,C,2004/8/22
G,G,P,G,C,0,0.4,0.4,0.2,C,2004/8/29
C,G,G,P,G,0,0.25,0.5,0.25,C,2004/9/5
P,C,G,G,P,0,0.333333333,0.333333333,0.333333333,P,2004/9/12
G,P,C,G,G,0,0.5,0.5,0,G,2004/9/19
G,G,P,C,G,0,0,1,0,C,2004/9/26
C,G,G,P,C,3,0.333333333,0.333333333,0.333333333,C,2004/10/3
C,C,G,G,P,0,0.366666667,0.266666667,0.366666667,P,2004/10/10
P,C,C,G,G,0,0.407407407,0.185185185,0.407407407,P,2004/10/31
G,P,C,C,G,0,0.458333333,0.208333333,0.333333333,G,2004/11/7
G,G,P,C,C,0,0.380952381,0.238095238,0.380952381,C,2004/11/14
G,G,G,P,C,0,0.277777778,0.277777778,0.444444444,C,2004/11/21
G,G,G,G,P,0,0.133333333,0.333333333,0.533333333,C,2004/11/28
C,G,G,G,G,0,-0.083333333,0.416666667,0.666666667,C,2004/12/5
P,C,G,G,G,0,-0.111111111,0.222222222,0.888888889,P,2004/12/12
C,P,C,G,G,0,-0.166666667,0.333333333,0.833333333,G,2004/12/19
G,C,P,C,G,0,-0.333333333,-0.333333333,1.666666667,G,2004/12/26
C,G,C,P,C,4,0.333333333,0.333333333,0.333333333,P,2005/1/16
P,C,G,C,P,0,0.366666667,0.266666667,0.366666667,P,2005/1/23
P,P,C,G,C,0,0.407407407,0.296296296,0.296296296,G,2005/1/30
C,P,P,C,G,0,0.458333333,0.333333333,0.208333333,G,2005/2/6
P,C,P,P,C,0,0.523809524,0.238095238,0.238095238,G,2005/2/13
G,P,C,P,P,0,0.611111111,0.277777778,0.111111111,G,2005/2/20
G,G,P,C,P,0,0.533333333,0.333333333,0.133333333,C,2005/2/27
P,G,G,P,C,0,0.416666667,0.416666667,0.166666667,C,2005/3/6
C,P,G,G,P,0,0.555555556,0.555555556,-0.111111111,C,2005/3/13
P,C,P,G,G,0,0.833333333,0.333333333,-0.166666667,G,2005/3/20
C,P,C,P,G,0,1.666666667,0.666666667,-1.333333333,G,2005/3/27
C,C,P,C,P,1,0.333333333,0.333333333,0.333333333,G,2005/4/3
G,C,C,P,C,0,0.361111111,0.277777778,0.361111111,G,2005/4/10
P,G,C,C,P,0,0.303030303,0.303030303,0.393939394,P,2005/4/17
