X,X1,X2,X3,X4,Q,Grate,Crate,Prate,last,DATE
C,G,G,C,P,0,0.208333333,0.333333333,0.458333333,P,2012/1/29
P,C,G,G,C,0,0.238095238,0.238095238,0.523809524,P,2012/2/5
P,P,C,G,G,0,0.277777778,0.277777778,0.444444444,G,2012/2/19
G,P,P,C,G,0,0.333333333,0.333333333,0.333333333,G,2012/2/26
C,G,P,P,C,0,0.166666667,0.416666667,0.416666667,C,2012/3/4
G,C,G,P,P,0,0.222222222,0.222222222,0.555555556,P,2012/3/11
P,G,C,G,P,0,-0.166666667,0.333333333,0.833333333,P,2012/3/18
P,P,G,C,G,0,-0.333333333,0.666666667,0.666666667,C,2012/3/25
C,P,P,G,C,1,0.333333333,0.333333333,0.333333333,C,2012/4/1
G,C,P,P,G,0,0.361111111,0.277777778,0.361111111,G,2012/4/8
P,G,C,P,P,0,0.303030303,0.303030303,0.393939394,P,2012/4/15
P,P,G,C,P,0,0.333333333,0.333333333,0.333333333,C,2012/4/22
C,P,P,G,C,0,0.37037037,0.37037037,0.259259259,C,2012/4/29
G,C,P,P,G,0,0.416666667,0.291666667,0.291666667,G,2012/5/6
C,G,C,P,P,0,0.333333333,0.333333333,0.333333333,P,2012/5/13
P,C,G,C,P,0,0.388888889,0.222222222,0.388888889,P,2012/5/20
G,P,C,G,C,0,0.466666667,0.266666667,0.266666667,G,2012/5/27
P,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2012/6/3
C,P,G,P,C,0,0.444444444,0.444444444,0.111111111,C,2012/6/10
G,C,P,G,P,0,0.666666667,0.166666667,0.166666667,G,2012/6/17
P,G,C,P,G,0,0.333333333,0.333333333,0.333333333,P,2012/6/24
C,P,G,C,P,2,0.333333333,0.333333333,0.333333333,C,2012/7/1
P,C,P,G,C,0,0.361111111,0.277777778,0.361111111,G,2012/7/8
C,P,C,P,G,0,0.393939394,0.303030303,0.303030303,G,2012/7/15
C,C,P,C,P,0,0.433333333,0.233333333,0.333333333,G,2012/7/22
G,C,C,P,C,0,0.481481481,0.148148148,0.37037037,G,2012/7/29
G,G,C,C,P,0,0.416666667,0.166666667,0.416666667,P,2012/8/12
P,G,G,C,C,0,0.333333333,0.19047619,0.476190476,P,2012/8/19
P,P,G,G,C,0,0.388888889,0.222222222,0.388888889,C,2012/8/26
C,P,P,G,G,0,0.466666667,0.266666667,0.266666667,C,2012/9/2
G,C,P,P,G,0,0.583333333,0.083333333,0.333333333,G,2012/9/9
P,G,C,P,P,0,0.444444444,0.111111111,0.444444444,P,2012/9/16
P,P,G,C,P,0,0.666666667,0.166666667,0.166666667,C,2012/9/23
G,P,P,G,C,0,1.333333333,0.333333333,-0.666666667,C,2012/9/30
C,G,P,P,G,3,0.333333333,0.333333333,0.333333333,C,2012/10/7
C,C,G,P,P,0,0.363636364,0.272727273,0.363636364,P,2012/10/14
P,C,C,G,P,0,0.4,0.2,0.4,P,2012/10/21
G,P,C,C,G,0,0.444444444,0.222222222,0.333333333,G,2012/10/28
G,G,P,C,C,0,0.375,0.25,0.375,C,2012/11/4
P,G,G,P,C,0,0.285714286,0.285714286,0.428571429,C,2012/11/11
C,P,G,G,P,0,0.333333333,0.333333333,0.333333333,C,2012/11/18
P,C,P,G,G,0,0.4,0.2,0.4,G,2012/11/25
C,P,C,P,G,0,0.5,0.25,0.25,G,2012/12/2
G,C,P,C,P,0,0.666666667,0,0.333333333,G,2012/12/9
C,G,C,P,C,0,0.5,0,0.5,P,2012/12/23
P,C,G,C,P,0,1,-1,1,P,2012/12/30
C,P,C,G,C,4,0.333333333,0.333333333,0.333333333,G,2013/1/6
G,C,P,C,G,0,0.361111111,0.277777778,0.361111111,G,2013/1/13
G,G,C,P,C,0,0.303030303,0.303030303,0.393939394,P,2013/1/20
P,G,G,C,P,0,0.233333333,0.333333333,0.433333333,P,2013/1/27
C,P,G,G,C,0,0.259259259,0.37037037,0.37037037,C,2013/2/3
G,C,P,G,G,0,0.291666667,0.291666667,0.416666667,G,2013/2/10
P,G,C,P,G,0,0.19047619,0.333333333,0.476190476,P,2013/2/17
P,P,G,C,P,0,0.222222222,0.388888889,0.388888889,C,2013/2/24
C,P,P,G,C,0,0.266666667,0.466666667,0.266666667,C,2013/3/3
G,C,P,P,G,0,0.333333333,0.333333333,0.333333333,G,2013/3/10
C,G,C,P,P,0,0.111111111,0.444444444,0.444444444,P,2013/3/17
G,C,G,C,P,0,0.166666667,0.166666667,0.666666667,P,2013/3/24
P,G,C,G,C,0,-0.666666667,0.333333333,1.333333333,P,2013/3/31
C,P,G,C,G,1,0.333333333,0.333333333,0.333333333,C,2013/4/7
P,C,P,G,C,0,0.361111111,0.277777778,0.361111111,G,2013/4/14
C,P,C,P,G,0,0.393939394,0.303030303,0.303030303,G,2013/4/21
P,C,P,C,P,0,0.433333333,0.233333333,0.333333333,G,2013/4/28
P,P,C,P,C,0,0.481481481,0.259259259,0.259259259,G,2013/5/5
C,P,P,C,P,0,0.541666667,0.291666667,0.166666667,G,2013/5/12
G,C,P,P,C,0,0.619047619,0.19047619,0.19047619,G,2013/5/19
G,G,C,P,P,0,0.555555556,0.222222222,0.222222222,P,2013/5/26
C,G,G,C,P,0,0.466666667,0.266666667,0.266666667,P,2013/6/2
P,C,G,G,C,0,0.583333333,0.083333333,0.333333333,P,2013/6/9
G,P,C,G,G,0,0.777777778,0.111111111,0.111111111,G,2013/6/16
C,G,P,C,G,0,0.666666667,0.166666667,0.166666667,C,2013/6/23
P,C,G,P,C,0,1.333333333,-0.666666667,0.333333333,P,2013/6/30
C,P,C,G,P,2,0.333333333,0.333333333,0.333333333,G,2013/7/7
P,C,P,C,G,0,0.363636364,0.272727273,0.363636364,G,2013/7/14
G,P,C,P,C,0,0.4,0.3,0.3,G,2013/7/21
G,G,P,C,P,0,0.333333333,0.333333333,0.333333333,C,2013/7/28
C,G,G,P,C,0,0.25,0.375,0.375,C,2013/8/4
P,C,G,G,P,0,0.285714286,0.285714286,0.428571429,P,2013/8/11
P,P,C,G,G,0,0.333333333,0.333333333,0.333333333,G,2013/8/25
C,P,P,C,G,0,0.4,0.4,0.2,G,2013/9/1
G,C,P,P,C,0,0.5,0.25,0.25,G,2013/9/8
C,G,C,P,P,0,0.333333333,0.333333333,0.333333333,P,2013/9/15
P,C,G,C,P,0,0.5,0,0.5,P,2013/9/22
P,P,C,G,C,0,1,0,0,G,2013/9/29
C,P,P,C,G,3,0.333333333,0.333333333,0.333333333,G,2013/10/6
G,C,P,P,C,0,0.366666667,0.266666667,0.366666667,G,2013/10/13
G,G,C,P,P,0,0.296296296,0.296296296,0.407407407,P,2013/10/20
P,G,G,C,P,0,0.208333333,0.333333333,0.458333333,P,2013/10/27
C,P,G,G,C,0,0.238095238,0.380952381,0.380952381,C,2013/11/3
C,C,P,G,G,0,0.277777778,0.277777778,0.444444444,G,2013/11/10
P,C,C,P,G,0,0.333333333,0.133333333,0.533333333,G,2013/11/17
G,P,C,C,P,0,0.416666667,0.166666667,0.416666667,G,2013/11/24
P,G,P,C,C,0,0.222222222,0.222222222,0.555555556,C,2013/12/8
P,P,G,P,C,0,0.333333333,0.333333333,0.333333333,C,2013/12/15
C,P,P,G,P,0,0.666666667,0.666666667,-0.333333333,C,2013/12/22
C,C,P,P,G,4,0.333333333,0.333333333,0.333333333,G,2014/1/5
G,C,C,P,P,0,0.361111111,0.277777778,0.361111111,G,2014/1/12
P,G,C,C,P,0,0.303030303,0.303030303,0.393939394,P,2014/1/19
G,P,G,C,C,0,0.333333333,0.333333333,0.333333333,C,2014/1/26
C,G,P,G,C,0,0.259259259,0.37037037,0.37037037,C,2014/2/2
P,C,G,P,G,0,0.291666667,0.291666667,0.416666667,P,2014/2/9
C,P,C,G,P,0,0.333333333,0.333333333,0.333333333,G,2014/2/16
G,C,P,C,G,0,0.388888889,0.222222222,0.388888889,G,2014/2/23
G,G,C,P,C,0,0.266666667,0.266666667,0.466666667,P,2014/3/2
P,G,G,C,P,0,0.083333333,0.333333333,0.583333333,P,2014/3/9
C,P,G,G,C,0,0.111111111,0.444444444,0.444444444,C,2014/3/16
P,C,P,G,G,0,0.166666667,0.166666667,0.666666667,G,2014/3/23
G,P,C,P,G,0,0.333333333,0.333333333,0.333333333,G,2014/3/30
C,G,P,C,P,1,0.333333333,0.333333333,0.333333333,C,2014/4/6
G,C,G,P,C,0,0.361111111,0.277777778,0.361111111,P,2014/4/13
G,G,C,G,P,0,0.303030303,0.303030303,0.393939394,P,2014/4/20
P,G,G,C,G,0,0.233333333,0.333333333,0.433333333,P,2014/4/27
C,P,G,G,C,0,0.259259259,0.37037037,0.37037037,C,2014/5/4
P,C,P,G,G,0,0.291666667,0.291666667,0.416666667,G,2014/5/11
G,P,C,P,G,0,0.333333333,0.333333333,0.333333333,G,2014/5/18
P,G,P,C,P,0,0.222222222,0.388888889,0.388888889,C,2014/5/25
C,P,G,P,C,0,0.266666667,0.466666667,0.266666667,C,2014/6/1
P,C,P,G,P,0,0.333333333,0.333333333,0.333333333,G,2014/6/8
G,P,C,P,G,0,0.444444444,0.444444444,0.111111111,G,2014/6/15
C,G,P,C,P,0,0.166666667,0.666666667,0.166666667,C,2014/6/22
P,C,G,P,C,0,0.333333333,0.333333333,0.333333333,P,2014/6/29
C,P,C,G,P,2,0.333333333,0.333333333,0.333333333,G,2014/7/6
G,C,P,C,G,0,0.361111111,0.277777778,0.361111111,G,2014/7/13
C,G,C,P,C,0,0.303030303,0.303030303,0.393939394,P,2014/7/20
C,C,G,C,P,0,0.333333333,0.233333333,0.433333333,P,2014/7/27
P,C,C,G,C,0,0.37037037,0.148148148,0.481481481,P,2014/8/3
G,P,C,C,G,0,0.416666667,0.166666667,0.416666667,G,2014/8/10
P,G,P,C,C,0,0.333333333,0.19047619,0.476190476,C,2014/8/17
C,P,G,P,C,0,0.388888889,0.222222222,0.388888889,C,2014/8/24
P,C,P,G,P,0,0.466666667,0.066666667,0.466666667,G,2014/8/31
G,P,C,P,G,0,0.583333333,0.083333333,0.333333333,G,2014/9/7
C,G,P,C,P,0,0.444444444,0.111111111,0.444444444,C,2014/9/14
P,C,G,P,C,0,0.666666667,-0.333333333,0.666666667,P,2014/9/21
P,P,C,G,P,0,1.333333333,-0.666666667,0.333333333,G,2014/9/28
C,P,P,C,G,3,0.333333333,0.333333333,0.333333333,G,2014/10/5
G,C,P,P,C,0,0.363636364,0.272727273,0.363636364,G,2014/10/12
G,G,C,P,P,0,0.3,0.3,0.4,P,2014/10/19
C,G,G,C,P,0,0.222222222,0.333333333,0.444444444,P,2014/10/26
P,C,G,G,C,0,0.25,0.25,0.5,P,2014/11/2
G,P,C,G,G,0,0.285714286,0.285714286,0.428571429,G,2014/11/9
P,G,P,C,G,0,0.166666667,0.333333333,0.5,C,2014/11/16
C,P,G,P,C,0,0.2,0.4,0.4,C,2014/11/23
G,C,P,G,P,0,0.25,0.25,0.5,G,2014/11/30
C,G,C,P,G,0,0,0.333333333,0.666666667,P,2014/12/7
P,C,G,C,P,0,0,0,1,P,2014/12/21
G,P,C,G,C,0,0,0,1,G,2014/12/28
C,G,P,C,G,4,0.333333333,0.333333333,0.333333333,C,2015/1/4
C,C,G,P,C,0,0.363636364,0.272727273,0.363636364,P,2015/1/11
G,C,C,G,P,0,0.4,0.2,0.4,P,2015/1/18
P,G,C,C,G,0,0.333333333,0.222222222,0.444444444,P,2015/2/1
P,P,G,C,C,0,0.375,0.25,0.375,C,2015/2/8
C,P,P,G,C,0,0.428571429,0.285714286,0.285714286,C,2015/2/15
G,C,P,P,G,0,0.5,0.166666667,0.333333333,G,2015/2/22
C,G,C,P,P,0,0.4,0.2,0.4,P,2015/3/1
P,C,G,C,P,0,0.5,0,0.5,P,2015/3/8
G,P,C,G,C,0,0.666666667,0,0.333333333,G,2015/3/15
C,G,P,C,G,0,0.5,0,0.5,C,2015/3/22
G,C,G,P,C,0,1,-1,1,P,2015/3/29
C,G,C,G,P,1,0.333333333,0.333333333,0.333333333,P,2015/4/5
P,C,G,C,G,0,0.361111111,0.277777778,0.361111111,P,2015/4/12
G,P,C,G,C,0,0.393939394,0.303030303,0.303030303,G,2015/4/19
G,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2015/4/26
C,G,G,P,C,0,0.259259259,0.37037037,0.37037037,C,2015/5/3
P,C,G,G,P,0,0.291666667,0.291666667,0.416666667,P,2015/5/10
G,P,C,G,G,0,0.333333333,0.333333333,0.333333333,G,2015/5/17
P,G,P,C,G,0,0.222222222,0.388888889,0.388888889,C,2015/5/24
C,P,G,P,C,0,0.266666667,0.466666667,0.266666667,C,2015/5/31
G,C,P,G,P,0,0.333333333,0.333333333,0.333333333,G,2015/6/7
C,G,C,P,G,0,0.111111111,0.444444444,0.444444444,P,2015/6/14
P,C,G,C,P,0,0.166666667,0.166666667,0.666666667,P,2015/6/21
P,P,C,G,C,0,0.333333333,0.333333333,0.333333333,G,2015/6/28
C,P,P,C,G,2,0.333333333,0.333333333,0.333333333,G,2015/7/5
G,C,P,P,C,0,0.361111111,0.277777778,0.361111111,G,2015/7/12
C,G,C,P,P,0,0.303030303,0.303030303,0.393939394,P,2015/7/19
C,C,G,C,P,0,0.333333333,0.233333333,0.433333333,P,2015/7/26
P,C,C,G,C,0,0.37037037,0.148148148,0.481481481,P,2015/8/2
G,P,C,C,G,0,0.416666667,0.166666667,0.416666667,G,2015/8/9
G,G,P,C,C,0,0.333333333,0.19047619,0.476190476,C,2015/8/16
P,G,G,P,C,0,0.222222222,0.222222222,0.555555556,C,2015/8/23
C,P,G,G,P,0,0.266666667,0.266666667,0.466666667,C,2015/8/30
G,C,P,G,G,0,0.333333333,0.083333333,0.583333333,G,2015/9/6
C,G,C,P,G,0,0.111111111,0.111111111,0.777777778,P,2015/9/13
P,C,G,C,P,0,0.166666667,-0.333333333,1.166666667,P,2015/9/20
G,P,C,G,C,0,0.333333333,-0.666666667,1.333333333,G,2015/9/27
C,G,P,C,G,3,0.333333333,0.333333333,0.333333333,C,2015/10/4
G,C,G,P,C,0,0.363636364,0.272727273,0.363636364,P,2015/10/11
P,G,C,G,P,0,0.3,0.3,0.4,P,2015/10/18
P,P,G,C,G,0,0.333333333,0.333333333,0.333333333,C,2015/10/25
C,P,P,G,C,0,0.375,0.375,0.25,C,2015/11/1
G,C,P,P,G,0,0.428571429,0.285714286,0.285714286,G,2015/11/8
G,G,C,P,P,0,0.333333333,0.333333333,0.333333333,P,2015/11/15
P,G,G,C,P,0,0.2,0.4,0.4,P,2015/11/22
C,P,G,G,C,0,0.25,0.5,0.25,C,2015/11/29
G,C,P,G,G,0,0.333333333,0.333333333,0.333333333,G,2015/12/6
P,G,C,P,G,0,0,0.5,0.5,P,2015/12/13
P,P,G,C,P,0,0,1,0,C,2015/12/20
C,P,P,G,C,4,0.333333333,0.333333333,0.333333333,C,2016/1/10
G,C,P,P,G,0,0.363636364,0.272727273,0.363636364,G,2016/1/17
C,G,C,P,P,0,0.3,0.3,0.4,P,2016/1/24
G,C,G,C,P,0,0.333333333,0.222222222,0.444444444,P,2016/1/31
P,G,C,G,C,0,0.25,0.25,0.5,P,2016/2/7
C,P,G,C,G,0,0.285714286,0.285714286,0.428571429,C,2016/2/14
C,C,P,G,C,0,0.333333333,0.166666667,0.5,G,2016/2/21
G,C,C,P,G,0,0.4,0,0.6,G,2016/2/28
P,G,C,C,P,0,0.25,0,0.75,P,2016/3/6
P,P,G,C,C,0,0.333333333,0,0.666666667,C,2016/3/13
G,P,P,G,C,0,0.5,0,0.5,C,2016/3/20
C,G,P,P,G,0,0,0,1,C,2016/3/27
P,C,G,P,P,1,0.333333333,0.333333333,0.333333333,P,2016/4/3
G,P,C,G,P,0,0.361111111,0.361111111,0.277777778,G,2016/4/10
G,G,P,C,G,0,0.303030303,0.393939394,0.303030303,C,2016/4/17
C,G,G,P,C,0,0.233333333,0.433333333,0.333333333,C,2016/4/24
C,C,G,G,P,0,0.259259259,0.37037037,0.37037037,P,2016/5/1
P,C,C,G,G,0,0.291666667,0.291666667,0.416666667,P,2016/5/8
P,P,C,C,G,0,0.333333333,0.333333333,0.333333333,G,2016/5/15
G,P,P,C,C,0,0.388888889,0.388888889,0.222222222,G,2016/5/22
P,G,P,P,C,0,0.266666667,0.466666667,0.266666667,C,2016/5/29
C,P,G,P,P,0,0.333333333,0.583333333,0.083333333,C,2016/6/5
G,C,P,G,P,0,0.444444444,0.444444444,0.111111111,G,2016/6/12
P,G,C,P,G,0,0.166666667,0.666666667,0.166666667,P,2016/6/19
G,P,G,C,P,0,0.333333333,1.333333333,-0.666666667,C,2016/6/26
C,G,P,G,C,2,0.333333333,0.333333333,0.333333333,C,2016/7/3
C,C,G,P,G,0,0.361111111,0.277777778,0.361111111,P,2016/7/10
P,C,C,G,P,0,0.393939394,0.212121212,0.393939394,P,2016/7/17
C,P,C,C,G,0,0.433333333,0.233333333,0.333333333,G,2016/7/24
G,C,P,C,C,0,0.481481481,0.148148148,0.37037037,G,2016/7/31
G,G,C,P,C,0,0.416666667,0.166666667,0.416666667,P,2016/8/7
C,G,G,C,P,0,0.333333333,0.19047619,0.476190476,P,2016/8/14
P,C,G,G,C,0,0.388888889,0.055555556,0.555555556,P,2016/8/21
C,P,C,G,G,0,0.466666667,0.066666667,0.466666667,G,2016/8/28
P,C,P,C,G,0,0.583333333,-0.166666667,0.583333333,G,2016/9/4
G,P,C,P,C,0,0.777777778,-0.222222222,0.444444444,G,2016/9/11
G,G,P,C,P,0,0.666666667,-0.333333333,0.666666667,C,2016/9/18
P,G,G,P,C,0,0.333333333,-0.666666667,1.333333333,C,2016/9/25
C,P,G,G,P,3,0.333333333,0.333333333,0.333333333,C,2016/10/2
G,C,P,G,G,0,0.363636364,0.272727273,0.363636364,G,2016/10/9
C,G,C,P,G,0,0.3,0.3,0.4,P,2016/10/16
P,C,G,C,P,0,0.333333333,0.222222222,0.444444444,P,2016/10/30
C,P,C,G,C,0,0.375,0.25,0.375,G,2016/11/6
G,C,P,C,G,0,0.428571429,0.142857143,0.428571429,G,2016/11/13
G,G,C,P,C,0,0.333333333,0.166666667,0.5,P,2016/11/20
P,G,G,C,P,0,0.2,0.2,0.6,P,2016/11/27
P,P,G,G,C,0,0.25,0.25,0.5,C,2016/12/4
C,P,P,G,G,0,0.333333333,0.333333333,0.333333333,C,2016/12/11
G,C,P,P,G,0,0.5,0,0.5,G,2016/12/18
P,G,C,P,P,0,0,0,1,P,2016/12/25
C,P,G,C,P,4,0.333333333,0.333333333,0.333333333,C,2017/1/8
C,C,P,G,C,0,0.366666667,0.266666667,0.366666667,G,2017/1/15
P,C,C,P,G,0,0.407407407,0.185185185,0.407407407,G,2017/1/22
G,P,C,C,P,0,0.458333333,0.208333333,0.333333333,G,2017/1/29
G,G,P,C,C,0,0.380952381,0.238095238,0.380952381,C,2017/2/5
P,G,G,P,C,0,0.277777778,0.277777778,0.444444444,C,2017/2/12
C,P,G,G,P,0,0.333333333,0.333333333,0.333333333,C,2017/2/19
C,C,P,G,G,0,0.416666667,0.166666667,0.416666667,G,2017/2/26
G,C,C,P,G,0,0.555555556,-0.111111111,0.555555556,G,2017/3/5
P,G,C,C,P,0,0.333333333,-0.166666667,0.833333333,P,2017/3/12
C,P,G,C,C,0,0.666666667,-0.333333333,0.666666667,C,2017/3/26
C,C,P,G,C,1,0.333333333,0.333333333,0.333333333,G,2017/4/2
G,C,C,P,G,0,0.361111111,0.277777778,0.361111111,G,2017/4/9
P,G,C,C,P,0,0.303030303,0.303030303,0.393939394,P,2017/4/16
P,P,G,C,C,0,0.333333333,0.333333333,0.333333333,C,2017/4/23
C,P,P,G,C,0,0.37037037,0.37037037,0.259259259,C,2017/4/30
G,C,P,P,G,0,0.416666667,0.291666667,0.291666667,G,2017/5/7
P,G,C,P,P,0,0.333333333,0.333333333,0.333333333,P,2017/5/14
C,P,G,C,P,0,0.388888889,0.388888889,0.222222222,C,2017/5/21
G,C,P,G,C,0,0.466666667,0.266666667,0.266666667,G,2017/5/28
C,G,C,P,G,0,0.333333333,0.333333333,0.333333333,P,2017/6/4
P,C,G,C,P,0,0.444444444,0.111111111,0.444444444,P,2017/6/11
G,P,C,G,C,0,0.666666667,0.166666667,0.166666667,G,2017/6/18
G,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2017/6/25
C,G,G,P,C,2,0.333333333,0.333333333,0.333333333,C,2017/7/2
P,C,G,G,P,0,0.361111111,0.277777778,0.361111111,P,2017/7/9
G,P,C,G,G,0,0.393939394,0.303030303,0.303030303,G,2017/7/16
P,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2017/7/23
C,P,G,P,C,0,0.37037037,0.37037037,0.259259259,C,2017/7/30
P,C,P,G,P,0,0.416666667,0.291666667,0.291666667,G,2017/8/6
G,P,C,P,G,0,0.476190476,0.333333333,0.19047619,G,2017/8/13
C,G,P,C,P,0,0.388888889,0.388888889,0.222222222,C,2017/8/20
G,C,G,P,C,0,0.466666667,0.266666667,0.266666667,P,2017/8/27
P,G,C,G,P,0,0.333333333,0.333333333,0.333333333,P,2017/9/3
P,P,G,C,G,0,0.444444444,0.444444444,0.111111111,C,2017/9/10
C,P,P,G,C,0,0.666666667,0.666666667,-0.333333333,C,2017/9/17
G,C,P,P,G,0,1.333333333,0.333333333,-0.666666667,G,2017/9/24
C,G,C,P,P,3,0.333333333,0.333333333,0.333333333,P,2017/10/8
P,C,G,C,P,0,0.366666667,0.266666667,0.366666667,P,2017/10/15
G,P,C,G,C,0,0.407407407,0.296296296,0.296296296,G,2017/10/22
C,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2017/11/5
C,C,G,P,C,0,0.380952381,0.238095238,0.380952381,P,2017/11/12
G,C,C,G,P,0,0.444444444,0.111111111,0.444444444,P,2017/11/19
P,G,C,C,G,0,0.333333333,0.133333333,0.533333333,P,2017/11/26
P,P,G,C,C,0,0.416666667,0.166666667,0.416666667,C,2017/12/3
C,P,P,G,C,0,0.555555556,0.222222222,0.222222222,C,2017/12/10
G,C,P,P,G,0,0.833333333,-0.166666667,0.333333333,G,2017/12/17
P,G,C,P,P,0,0.666666667,-0.333333333,0.666666667,P,2017/12/24
C,P,G,C,P,4,0.333333333,0.333333333,0.333333333,C,2018/1/7
G,C,P,G,C,0,0.363636364,0.272727273,0.363636364,G,2018/1/14
C,G,C,P,G,0,0.3,0.3,0.4,P,2018/1/21
G,C,G,C,P,0,0.333333333,0.222222222,0.444444444,P,2018/1/28
P,G,C,G,C,0,0.25,0.25,0.5,P,2018/2/4
G,P,G,C,G,0,0.285714286,0.285714286,0.428571429,C,2018/2/11
C,G,P,G,C,0,0.166666667,0.333333333,0.5,C,2018/2/18
C,C,G,P,G,0,0.2,0.2,0.6,P,2018/2/25
P,C,C,G,P,0,0.25,0,0.75,P,2018/3/4
G,P,C,C,G,0,0.333333333,0,0.666666667,G,2018/3/11
G,G,P,C,C,0,0,0,1,C,2018/3/18
C,G,G,P,C,0,-1,0,2,C,2018/3/25
C,C,G,G,P,1,0.333333333,0.333333333,0.333333333,P,2018/4/1
G,C,C,G,G,0,0.361111111,0.277777778,0.361111111,P,2018/4/8
P,G,C,C,G,0,0.303030303,0.303030303,0.393939394,P,2018/4/15
P,P,G,C,C,0,0.333333333,0.333333333,0.333333333,C,2018/4/22
C,P,P,G,C,0,0.37037037,0.37037037,0.259259259,C,2018/4/29
G,C,P,P,G,0,0.416666667,0.291666667,0.291666667,G,2018/5/6
C,G,C,P,P,0,0.333333333,0.333333333,0.333333333,P,2018/5/13
P,C,G,C,P,0,0.388888889,0.222222222,0.388888889,P,2018/5/20
G,P,C,G,C,0,0.466666667,0.266666667,0.266666667,G,2018/5/27
C,G,P,C,G,0,0.333333333,0.333333333,0.333333333,C,2018/6/3
G,C,G,P,C,0,0.444444444,0.111111111,0.444444444,P,2018/6/10
P,G,C,G,P,0,0.166666667,0.166666667,0.666666667,P,2018/6/17
P,P,G,C,G,0,0.333333333,0.333333333,0.333333333,C,2018/6/24
C,P,P,G,C,2,0.333333333,0.333333333,0.333333333,C,2018/7/1
G,C,P,P,G,0,0.358974359,0.282051282,0.358974359,G,2018/7/8
P,G,C,P,P,0,0.305555556,0.305555556,0.388888889,P,2018/7/15
G,P,G,C,P,0,0.333333333,0.333333333,0.333333333,C,2018/7/22
C,G,P,G,C,0,0.266666667,0.366666667,0.366666667,C,2018/7/29
C,C,G,P,G,0,0.296296296,0.296296296,0.407407407,P,2018/8/5
P,C,C,G,P,0,0.333333333,0.208333333,0.458333333,P,2018/8/12
G,P,C,C,G,0,0.380952381,0.238095238,0.380952381,G,2018/8/19
G,G,P,C,C,0,0.277777778,0.277777778,0.444444444,C,2018/8/26
P,G,G,P,C,0,0.133333333,0.333333333,0.533333333,C,2018/9/2
C,P,G,G,P,0,0.166666667,0.416666667,0.416666667,C,2018/9/9
G,C,P,G,G,0,0.222222222,0.222222222,0.555555556,G,2018/9/16
C,G,C,P,G,0,-0.166666667,0.333333333,0.833333333,P,2018/9/23
P,C,G,C,P,0,-0.333333333,-0.333333333,1.666666667,P,2018/9/30
C,P,C,G,C,3,0.333333333,0.333333333,0.333333333,G,2018/10/7
G,C,P,C,G,0,0.37037037,0.259259259,0.37037037,G,2018/10/14
P,G,C,P,C,0,0.291666667,0.291666667,0.416666667,P,2018/10/21
P,P,G,C,P,0,0.333333333,0.333333333,0.333333333,C,2018/11/4
C,P,P,G,C,0,0.388888889,0.388888889,0.222222222,C,2018/11/11
C,C,P,P,G,0,0.466666667,0.266666667,0.266666667,G,2018/11/18
G,C,C,P,P,0,0.583333333,0.083333333,0.333333333,G,2018/11/25
G,G,C,C,P,0,0.444444444,0.111111111,0.444444444,P,2018/12/2
P,G,G,C,C,0,0.166666667,0.166666667,0.666666667,P,2018/12/9
C,P,G,G,C,0,0.333333333,0.333333333,0.333333333,C,2018/12/16
